TotalSeconds	OD-TurningStrainRaw0	OD-TurningStrainRaw1
36.347356	6934934	8864736
36.349856	6935383	8865177
36.352356	6935812	8865594
36.354856	6936166	8865934
36.357356	6936389	8866144
36.359856	6936447	8866194
36.362356	6936333	8866082
36.364856	6936077	8865839
36.367356	6935736	8865522
36.369856	6935383	8865200
36.372356	6935085	8864938
36.374856	6934893	8864777
36.377356	6934829	8864736
36.379856	6934886	8864804
36.382356	6935038	8864951
36.384856	6935247	8865144
36.387356	6935480	8865349
36.389856	6935709	8865543
36.392356	6935919	8865716
36.394856	6936102	8865862
36.397356	6936253	8865981
36.399856	6936364	8866070
36.402356	6936427	8866122
36.404856	6936432	8866130
36.407356	6936373	8866091
36.409856	6936256	8866005
36.412356	6936099	8865887
36.414856	6935929	8865757
36.417356	6935773	8865639
36.4193823	6935656	8865552
36.4218823	6935585	8865504
36.4243823	6935551	8865490
36.4268823	6935530	8865492
36.4293823	6935486	8865475
36.4318823	6935382	8865404
36.4343823	6935200	8865256
36.4368823	6934945	8865033
36.4393823	6934658	8864767
36.4418823	6934403	8864514
36.4443823	6934256	8864344
36.4468823	6934284	8864324
36.4493823	6934523	8864492
36.4518823	6934957	8864841
36.4543823	6935522	8865317
36.4568823	6936117	8865831
36.4593823	6936630	8866285
36.4618823	6936966	8866595
36.4643823	6937067	8866704
36.4668823	6936928	8866607
36.4693823	6936595	8866342
36.4718823	6936145	8865972
36.4743823	6935666	8865573
36.4768823	6935232	8865205
36.4793823	6934891	8864909
36.4818823	6934664	8864703
36.4843823	6934539	8864579
36.4868823	6934490	8864513
36.4893823	6934483	8864476
36.4918823	6934489	8864444
36.4943823	6934486	8864394
36.4968823	6934454	8864309
36.4993823	6934384	8864182
36.5018823	6934273	8864014
36.5043823	6934125	8863818
36.5068823	6933950	8863609
36.5093823	6933762	8863409
36.5118823	6933584	8863240
36.5143823	6933440	8863120
36.5168823	6933348	8863061
36.5193823	6933318	8863065
36.5218823	6933354	8863130
36.5243823	6933456	8863254
36.5268823	6933619	8863436
36.5293823	6933836	8863674
36.5318823	6934099	8863968
36.5343823	6934398	8864311
36.5368823	6934724	8864691
36.5393823	6935064	8865090
36.5418823	6935406	8865484
36.5443823	6935735	8865850
36.5468823	6936037	8866162
36.5493823	6936294	8866399
36.5518823	6936486	8866543
36.5543823	6936599	8866586
36.5568823	6936623	8866530
36.5589087	6936559	8866387
36.5614087	6936419	8866179
36.5639087	6936221	8865930
36.5664087	6935989	8865666
36.5689087	6935750	8865414
36.5714087	6935528	8865195
36.5739087	6935345	8865027
36.5764087	6935218	8864926
36.5789087	6935164	8864905
36.5814087	6935200	8864976
36.5839087	6935329	8865136
36.5864087	6935542	8865368
36.5889087	6935813	8865638
36.5914087	6936107	8865903
36.5939087	6936378	8866119
36.5964087	6936589	8866252
36.5989087	6936716	8866290
36.6014087	6936760	8866249
36.6039087	6936749	8866167
36.6064087	6936724	8866097
36.6089087	6936728	8866084
36.6114087	6936788	8866152
36.6139087	6936908	8866298
36.6164087	6937067	8866492
36.6189087	6937222	8866687
36.6214087	6937330	8866835
36.6239087	6937360	8866906
36.6264087	6937304	8866896
36.6289087	6937177	8866824
36.6314087	6937008	8866723
36.6339087	6936835	8866631
36.6364087	6936689	8866576
36.6389087	6936581	8866564
36.6414087	6936504	8866582
36.6439087	6936438	8866597
36.6464087	6936360	8866576
36.6489087	6936253	8866492
36.6514087	6936113	8866336
36.6539087	6935954	8866122
36.6564087	6935802	8865886
36.6589087	6935688	8865668
36.6614087	6935631	8865505
36.6639087	6935633	8865416
36.6664087	6935679	8865395
36.6689087	6935740	8865417
36.6714087	6935785	8865447
36.6739087	6935794	8865456
36.6764087	6935765	8865433
36.6789087	6935717	8865385
36.6814087	6935678	8865336
36.6839087	6935675	8865314
36.6864087	6935722	8865339
36.6889087	6935812	8865414
36.6914087	6935920	8865522
36.6939087	6936011	8865632
36.6964087	6936053	8865709
36.6984351	6936031	8865732
36.7009351	6935949	8865695
36.7034351	6935824	8865605
36.7059351	6935678	8865478
36.7084351	6935524	8865323
36.7109351	6935367	8865149
36.7134351	6935207	8864961
36.7159351	6935042	8864766
36.7184351	6934871	8864573
36.7209351	6934705	8864399
36.7234351	6934555	8864259
36.7259351	6934430	8864166
36.7284351	6934326	8864118
36.7309351	6934233	8864101
36.7334351	6934136	8864095
36.7359351	6934028	8864088
36.7384351	6933921	8864082
36.7409351	6933845	8864095
36.7434351	6933840	8864158
36.7459351	6933941	8864299
36.7484351	6934162	8864529
36.7509351	6934487	8864832
36.7534351	6934873	8865170
36.7559351	6935264	8865492
36.7584351	6935609	8865758
36.7609351	6935877	8865940
36.7634351	6936056	8866038
36.7659351	6936162	8866069
36.7684351	6936216	8866063
36.7709351	6936242	8866045
36.7734351	6936247	8866024
36.7759351	6936228	8865997
36.7784351	6936181	8865958
36.7809351	6936102	8865900
36.7834351	6935994	8865820
36.7859351	6935863	8865722
36.7884351	6935717	8865609
36.7909351	6935562	8865484
36.7934351	6935400	8865348
36.7959351	6935237	8865206
36.7984351	6935079	8865063
36.8009351	6934943	8864935
36.8034351	6934849	8864844
36.8059351	6934819	8864812
36.8084351	6934871	8864858
36.8109351	6935011	8864992
36.8134351	6935230	8865207
36.8159351	6935506	8865484
36.8184351	6935807	8865790
36.8209351	6936101	8866088
36.8234351	6936358	8866344
36.8259351	6936556	8866529
36.8284351	6936682	8866627
36.8309351	6936728	8866629
36.8334351	6936698	8866544
36.8359351	6936601	8866387
36.8379614	6936453	8866185
36.8404614	6936272	8865963
36.8429614	6936078	8865745
36.8454614	6935888	8865547
36.8479614	6935708	8865375
36.8504614	6935539	8865222
36.8529614	6935378	8865083
36.8554614	6935223	8864956
36.8579614	6935087	8864854
36.8604614	6934991	8864799
36.8629614	6934972	8864830
36.8654614	6935072	8864982
36.8679614	6935319	8865277
36.8704614	6935714	8865706
36.8729614	6936226	8866229
36.8754614	6936788	8866772
36.8779614	6937316	8867250
36.8804614	6937726	8867585
36.8829614	6937951	8867720
36.8854614	6937967	8867642
36.8879614	6937789	8867381
36.8904614	6937472	8866996
36.8929614	6937091	8866568
36.8954614	6936722	8866169
36.8979614	6936422	8865852
36.9004614	6936223	8865644
36.9029614	6936125	8865537
36.9054614	6936104	8865504
36.9079614	6936126	8865514
36.9104614	6936160	8865540
36.9129614	6936192	8865572
36.9154614	6936220	8865616
36.9179614	6936258	8865690
36.9204614	6936329	8865817
36.9229614	6936450	8866011
36.9254614	6936625	8866271
36.9279614	6936844	8866575
36.9304614	6937083	8866891
36.9329614	6937316	8867179
36.9354614	6937518	8867405
36.9379614	6937672	8867550
36.9404614	6937774	8867607
36.9429614	6937825	8867588
36.9454614	6937826	8867507
36.9479614	6937773	8867378
36.9504614	6937656	8867208
36.9529614	6937464	8866998
36.9554614	6937191	8866751
36.9579614	6936847	8866475
36.9604614	6936458	8866189
36.9629614	6936068	8865922
36.9654614	6935727	8865708
36.9679614	6935480	8865580
36.9704614	6935352	8865552
36.9729614	6935346	8865621
36.9754614	6935437	8865761
36.9774878	6935583	8865930
36.9799878	6935733	8866078
36.9824878	6935834	8866158
36.9849878	6935850	8866134
36.9874878	6935770	8865999
36.9899878	6935610	8865773
36.9924878	6935416	8865504
36.9949878	6935251	8865262
36.9974878	6935189	8865125
36.9999878	6935292	8865164
37.0024878	6935590	8865418
37.0049878	6936070	8865880
37.0074878	6936678	8866497
37.0099878	6937320	8867176
37.0124878	6937891	8867804
37.0149878	6938295	8868273
37.0174878	6938465	8868503
37.0199878	6938383	8868463
37.0224878	6938073	8868173
37.0249878	6937593	8867689
37.0274878	6937018	8867094
37.0299878	6936417	8866465
37.0324878	6935848	8865871
37.0349878	6935350	8865357
37.0374878	6934946	8864951
37.0399878	6934652	8864664
37.0424878	6934474	8864497
37.0449878	6934417	8864447
37.0474878	6934473	8864501
37.0499878	6934621	8864635
37.0524878	6934830	8864817
37.0549878	6935057	8865008
37.0574878	6935262	8865171
37.0599878	6935416	8865280
37.0624878	6935512	8865330
37.0649878	6935568	8865337
37.0674878	6935615	8865332
37.0699878	6935689	8865351
37.0724878	6935815	8865422
37.0749878	6936000	8865557
37.0774878	6936229	8865746
37.0799878	6936467	8865962
37.0824878	6936674	8866168
37.0849878	6936815	8866328
37.0874878	6936868	8866417
37.0899878	6936829	8866423
37.0924878	6936710	8866351
37.0949878	6936535	8866216
37.0974878	6936326	8866038
37.0999878	6936102	8865835
37.1024878	6935877	8865624
37.1049878	6935661	8865419
37.1074878	6935462	8865232
37.1099878	6935289	8865076
37.1124878	6935152	8864964
37.1149878	6935064	8864909
37.1170447	6935035	8864919
37.1195447	6935063	8864992
37.1220447	6935135	8865112
37.1245447	6935222	8865247
37.1270447	6935278	8865349
37.1295447	6935268	8865383
37.1320447	6935170	8865325
37.1345447	6934992	8865185
37.1370447	6934776	8865004
37.1395447	6934588	8864851
37.1420447	6934504	8864801
37.1445447	6934579	8864908
37.1470447	6934830	8865189
37.1495447	6935224	8865608
37.1520447	6935689	8866091
37.1545447	6936130	8866538
37.1570447	6936459	8866860
37.1595447	6936615	8866994
37.1620447	6936588	8866928
37.1645447	6936414	8866697
37.1670447	6936157	8866370
37.1695447	6935896	8866028
37.1720447	6935694	8865741
37.1745447	6935585	8865555
37.1770447	6935575	8865481
37.1795447	6935636	8865500
37.1820447	6935725	8865575
37.1845447	6935801	8865666
37.1870447	6935834	8865738
37.1895447	6935815	8865776
37.1920447	6935747	8865775
37.1945447	6935652	8865743
37.1970447	6935556	8865699
37.1995447	6935482	8865655
37.2020447	6935444	8865621
37.2045447	6935442	8865593
37.2070447	6935470	8865565
37.2095447	6935512	8865528
37.2120447	6935559	8865481
37.2145447	6935606	8865433
37.2170447	6935660	8865405
37.2195447	6935735	8865426
37.2220447	6935844	8865514
37.2245447	6935988	8865677
37.2270447	6936154	8865897
37.2295447	6936312	8866133
37.2320447	6936423	8866336
37.2345447	6936451	8866456
37.2370447	6936371	8866457
37.2395447	6936181	8866330
37.2420447	6935903	8866097
37.2445447	6935580	8865800
37.2470447	6935266	8865495
37.2495447	6935008	8865235
37.2520447	6934842	8865056
37.2545447	6934782	8864973
37.2565711	6934814	8864975
37.2590711	6934906	8865027
37.2615711	6935010	8865082
37.2640711	6935078	8865096
37.2665711	6935070	8865034
37.2690711	6934965	8864883
37.2715711	6934771	8864659
37.2740711	6934522	8864402
37.2765711	6934275	8864173
37.2790711	6934096	8864032
37.2815711	6934046	8864031
37.2840711	6934164	8864192
37.2865711	6934452	8864503
37.2890711	6934876	8864917
37.2915711	6935369	8865363
37.2940711	6935851	8865765
37.2965711	6936248	8866061
37.2990711	6936506	8866217
37.3015711	6936605	8866226
37.3040711	6936556	8866114
37.3065711	6936400	8865925
37.3090711	6936186	8865711
37.3115711	6935971	8865522
37.3140711	6935799	8865397
37.3165711	6935703	8865363
37.3190711	6935706	8865436
37.3215711	6935811	8865615
37.3240711	6936008	8865884
37.3265711	6936268	8866209
37.3290711	6936552	8866542
37.3315711	6936816	8866835
37.3340711	6937016	8867042
37.3365711	6937125	8867134
37.3390711	6937138	8867110
37.3415711	6937072	8866994
37.3440711	6936964	8866828
37.3465711	6936861	8866667
37.3490711	6936811	8866556
37.3515711	6936848	8866531
37.3540711	6936986	8866603
37.3565711	6937211	8866759
37.3590711	6937485	8866964
37.3615711	6937748	8867166
37.3640711	6937934	8867307
37.3665711	6937974	8867330
37.3690711	6937818	8867190
37.3715711	6937446	8866867
37.3740711	6936880	8866376
37.3765711	6936184	8865768
37.3790711	6935455	8865123
37.3815711	6934802	8864537
37.3840711	6934328	8864098
37.3865711	6934099	8863869
37.3890711	6934134	8863872
37.3915711	6934400	8864083
37.3940711	6934821	8864441
37.3960974	6935306	8864870
37.3985974	6935768	8865293
37.4010974	6936144	8865657
37.4035974	6936409	8865941
37.4060974	6936573	8866148
37.4085974	6936660	8866299
37.4110974	6936701	8866413
37.4135974	6936718	8866504
37.4160974	6936727	8866576
37.4185974	6936734	8866631
37.4210974	6936752	8866673
37.4235974	6936797	8866717
37.4260974	6936895	8866791
37.4285974	6937065	8866919
37.4310974	6937311	8867116
37.4335974	6937609	8867369
37.4360974	6937904	8867637
37.4385974	6938125	8867854
37.4410974	6938198	8867949
37.4435974	6938074	8867869
37.4460974	6937743	8867596
37.4485974	6937246	8867159
37.4510974	6936657	8866621
37.4535974	6936070	8866072
37.4560974	6935577	8865600
37.4585974	6935242	8865274
37.4610974	6935097	8865128
37.4635974	6935134	8865158
37.4660974	6935316	8865329
37.4685974	6935592	8865589
37.4710974	6935910	8865886
37.4735974	6936225	8866173
37.4760974	6936499	8866413
37.4785974	6936711	8866584
37.4810974	6936849	8866679
37.4835974	6936912	8866697
37.4860974	6936909	8866649
37.4885974	6936859	8866555
37.4910974	6936787	8866443
37.4935974	6936721	8866343
37.4960974	6936690	8866282
37.4985974	6936713	8866284
37.5010974	6936803	8866362
37.5035974	6936960	8866515
37.5060974	6937173	8866733
37.5085974	6937425	8866997
37.5110974	6937699	8867288
37.5135974	6937980	8867590
37.5160974	6938258	8867890
37.5185974	6938521	8868177
37.5210974	6938756	8868438
37.5235974	6938944	8868654
37.5260974	6939059	8868801
37.5285974	6939076	8868850
37.5310974	6938975	8868780
37.5335974	6938753	8868582
37.5356238	6938426	8868270
37.5381238	6938032	8867877
37.5406238	6937621	8867455
37.5431238	6937237	8867052
37.5456238	6936914	8866703
37.5481238	6936666	8866427
37.5506238	6936492	8866225
37.5531238	6936380	8866082
37.5556238	6936308	8865976
37.5581238	6936258	8865883
37.5606238	6936211	8865788
37.5631238	6936157	8865684
37.5656238	6936083	8865571
37.5681238	6935986	8865456
37.5706238	6935866	8865347
37.5731238	6935740	8865263
37.5756238	6935632	8865223
37.5781238	6935576	8865245
37.5806238	6935602	8865345
37.5831238	6935729	8865527
37.5856238	6935956	8865783
37.5881238	6936259	8866087
37.5906238	6936593	8866404
37.5931238	6936906	8866691
37.5956238	6937153	8866915
37.5981238	6937306	8867052
37.6006238	6937357	8867093
37.6031238	6937314	8867045
37.6056238	6937203	8866924
37.6081238	6937051	8866753
37.6106238	6936882	8866552
37.6131238	6936714	8866343
37.6156238	6936561	8866145
37.6181238	6936436	8865980
37.6206238	6936346	8865862
37.6231238	6936293	8865798
37.6256238	6936274	8865783
37.6281238	6936275	8865799
37.6306238	6936275	8865818
37.6331238	6936253	8865818
37.6356238	6936197	8865785
37.6381238	6936106	8865723
37.6406238	6935995	8865651
37.6431238	6935885	8865600
37.6456238	6935806	8865597
37.6481238	6935775	8865653
37.6506238	6935795	8865757
37.6531238	6935849	8865875
37.6556238	6935906	8865960
37.6581238	6935932	8865968
37.6606238	6935902	8865874
37.6631238	6935803	8865676
37.6656238	6935648	8865404
37.6681238	6935464	8865104
37.6706238	6935293	8864834
37.6731238	6935174	8864641
37.6751502	6935134	8864557
37.6776502	6935181	8864585
37.6801502	6935307	8864710
37.6826502	6935484	8864900
37.6851502	6935676	8865109
37.6876502	6935844	8865294
37.6901502	6935961	8865425
37.6926502	6936024	8865494
37.6951502	6936049	8865516
37.6976502	6936079	8865531
37.7001502	6936166	8865594
37.7026502	6936359	8865758
37.7051502	6936676	8866048
37.7076502	6937099	8866452
37.7101502	6937571	8866918
37.7126502	6938005	8867361
37.7151502	6938314	8867691
37.7176502	6938433	8867842
37.7201502	6938338	8867782
37.7226502	6938059	8867538
37.7251502	6937667	8867177
37.7276502	6937251	8866787
37.7301502	6936894	8866452
37.7326502	6936650	8866224
37.7351502	6936532	8866120
37.7376502	6936523	8866122
37.7401502	6936580	8866190
37.7426502	6936655	8866276
37.7451502	6936714	8866347
37.7476502	6936743	8866393
37.7501502	6936748	8866418
37.7526502	6936747	8866437
37.7551502	6936757	8866466
37.7576502	6936789	8866510
37.7601502	6936835	8866559
37.7626502	6936875	8866589
37.7651502	6936885	8866576
37.7676502	6936842	8866500
37.7701502	6936737	8866357
37.7726502	6936576	8866160
37.7751502	6936380	8865935
37.7776502	6936179	8865717
37.7801502	6936005	8865541
37.7826502	6935880	8865432
37.7851502	6935815	8865396
37.7876502	6935803	8865425
37.7901502	6935831	8865499
37.7926502	6935886	8865595
37.7951502	6935958	8865694
37.7976502	6936044	8865786
37.8001502	6936143	8865869
37.8026502	6936257	8865946
37.8051502	6936382	8866022
37.8076502	6936506	8866096
37.8101502	6936610	8866162
37.8126502	6936673	8866208
37.814707	6936680	8866220
37.817207	6936625	8866189
37.819707	6936505	8866102
37.822207	6936324	8865953
37.824707	6936095	8865745
37.827207	6935839	8865495
37.829707	6935587	8865235
37.832207	6935382	8865010
37.834707	6935270	8864874
37.837207	6935294	8864873
37.839707	6935475	8865028
37.842207	6935800	8865325
37.844707	6936215	8865709
37.847207	6936637	8866096
37.849707	6936969	8866390
37.852207	6937127	8866515
37.854707	6937065	8866432
37.857207	6936795	8866158
37.859707	6936379	8865761
37.862207	6935915	8865336
